id,section,topic,status,reason,duplicate_of
TCS_LOG_402,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_403,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_404,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_405,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_406,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_407,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_408,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_409,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_410,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_411,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_412,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_413,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_414,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_415,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_416,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_417,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_418,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_419,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_420,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_421,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_422,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_423,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_424,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_425,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_426,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_427,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_428,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_429,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_430,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_433,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_434,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_436,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_437,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_438,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_439,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_440,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_442,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_443,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_444,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_445,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_446,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_447,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_448,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_449,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_450,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_451,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_452,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_453,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_454,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_455,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_456,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_457,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_458,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_459,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_460,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_461,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_462,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_463,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_464,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_465,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_466,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_467,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_468,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_469,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_470,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_471,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_472,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_473,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_474,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_475,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_476,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_477,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_478,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_479,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_480,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_482,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_483,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_484,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_485,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_486,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_487,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_488,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_489,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_490,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_491,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_492,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_493,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_494,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_495,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_496,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_497,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_498,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_499,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_500,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_501,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_502,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_503,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_504,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_505,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_506,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_507,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_509,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_510,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_511,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_512,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_513,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_514,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_515,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_516,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_568,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_569,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_570,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_575,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_617,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_618,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_619,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_620,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_637,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_638,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_639,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_640,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_LOG_659,Logical Reasoning,Logical,KEPT,curated_representative,
TCS_APT_003,Numerical Ability,Percentages,KEPT,curated_representative,
TCS_APT_004,Numerical Ability,Percentages,KEPT,curated_representative,
TCS_APT_005,Numerical Ability,Percentages,KEPT,curated_representative,
TCS_APT_007,Numerical Ability,Percentages,KEPT,curated_representative,
TCS_APT_008,Numerical Ability,Percentages,KEPT,curated_representative,
TCS_APT_009,Numerical Ability,Percentages,KEPT,curated_representative,
TCS_APT_010,Numerical Ability,Percentages,KEPT,curated_representative,
TCS_APT_011,Numerical Ability,Percentages,KEPT,curated_representative,
TCS_APT_012,Numerical Ability,Percentages,KEPT,curated_representative,
TCS_APT_013,Numerical Ability,Percentages,KEPT,curated_representative,
TCS_APT_014,Numerical Ability,Percentages,KEPT,curated_representative,
TCS_APT_015,Numerical Ability,Percentages,KEPT,curated_representative,
TCS_APT_017,Numerical Ability,Percentages,KEPT,curated_representative,
TCS_APT_019,Numerical Ability,Percentages,KEPT,curated_representative,
TCS_APT_020,Numerical Ability,Percentages,KEPT,curated_representative,
TCS_APT_021,Numerical Ability,Profit and Loss,KEPT,curated_representative,
TCS_APT_022,Numerical Ability,Profit and Loss,KEPT,curated_representative,
TCS_APT_023,Numerical Ability,Profit and Loss,KEPT,curated_representative,
TCS_APT_024,Numerical Ability,Profit and Loss,KEPT,curated_representative,
TCS_APT_025,Numerical Ability,Profit and Loss,KEPT,curated_representative,
TCS_APT_027,Numerical Ability,Profit and Loss,KEPT,curated_representative,
TCS_APT_028,Numerical Ability,Profit and Loss,KEPT,curated_representative,
TCS_APT_029,Numerical Ability,Profit and Loss,KEPT,curated_representative,
TCS_APT_030,Numerical Ability,Profit and Loss,KEPT,curated_representative,
TCS_APT_031,Numerical Ability,Profit and Loss,KEPT,curated_representative,
TCS_APT_032,Numerical Ability,Profit and Loss,KEPT,curated_representative,
TCS_APT_033,Numerical Ability,Profit and Loss,KEPT,curated_representative,
TCS_APT_034,Numerical Ability,Profit and Loss,KEPT,curated_representative,
TCS_APT_036,Numerical Ability,Profit and Loss,KEPT,curated_representative,
TCS_APT_038,Numerical Ability,Profit and Loss,KEPT,curated_representative,
TCS_APT_039,Numerical Ability,Profit and Loss,KEPT,curated_representative,
TCS_APT_041,Numerical Ability,Simple Interest,KEPT,curated_representative,
TCS_APT_042,Numerical Ability,Simple Interest,KEPT,curated_representative,
TCS_APT_044,Numerical Ability,Simple Interest,KEPT,curated_representative,
TCS_APT_045,Numerical Ability,Simple Interest,KEPT,curated_representative,
TCS_APT_047,Numerical Ability,Simple Interest,KEPT,curated_representative,
TCS_APT_048,Numerical Ability,Simple Interest,KEPT,curated_representative,
TCS_APT_049,Numerical Ability,Compound Interest,KEPT,curated_representative,
TCS_APT_050,Numerical Ability,Compound Interest,KEPT,curated_representative,
TCS_APT_051,Numerical Ability,Compound Interest,KEPT,curated_representative,
TCS_APT_052,Numerical Ability,Compound Interest,KEPT,curated_representative,
TCS_APT_053,Numerical Ability,Compound Interest,KEPT,curated_representative,
TCS_APT_054,Numerical Ability,Compound Interest,KEPT,curated_representative,
TCS_APT_055,Numerical Ability,Compound Interest,KEPT,curated_representative,
TCS_APT_058,Numerical Ability,Compound Interest,KEPT,curated_representative,
TCS_APT_061,Numerical Ability,Speed and Distance,KEPT,curated_representative,
TCS_APT_063,Numerical Ability,Speed and Distance,KEPT,curated_representative,
TCS_APT_065,Numerical Ability,Speed and Distance,KEPT,curated_representative,
TCS_APT_066,Numerical Ability,Speed and Distance,KEPT,curated_representative,
TCS_APT_067,Numerical Ability,Speed and Distance,KEPT,curated_representative,
TCS_APT_068,Numerical Ability,Speed and Distance,KEPT,curated_representative,
TCS_APT_069,Numerical Ability,Speed and Distance,KEPT,curated_representative,
TCS_APT_070,Numerical Ability,Speed and Distance,KEPT,curated_representative,
TCS_APT_071,Numerical Ability,Speed and Distance,KEPT,curated_representative,
TCS_APT_072,Numerical Ability,Speed and Distance,KEPT,curated_representative,
TCS_APT_073,Numerical Ability,Speed and Distance,KEPT,curated_representative,
TCS_APT_074,Numerical Ability,Time and Work,KEPT,curated_representative,
TCS_APT_075,Numerical Ability,Time and Work,KEPT,curated_representative,
TCS_APT_076,Numerical Ability,Time and Work,KEPT,curated_representative,
TCS_APT_080,Numerical Ability,Time and Work,KEPT,curated_representative,
TCS_APT_081,Numerical Ability,Time and Work,KEPT,curated_representative,
TCS_APT_082,Numerical Ability,Time and Work,KEPT,curated_representative,
TCS_APT_084,Numerical Ability,Time and Work,KEPT,curated_representative,
TCS_APT_085,Numerical Ability,Time and Work,KEPT,curated_representative,
TCS_APT_086,Numerical Ability,Time and Work,KEPT,curated_representative,
TCS_APT_087,Numerical Ability,Time and Work,KEPT,curated_representative,
TCS_APT_088,Numerical Ability,Time and Work,KEPT,curated_representative,
TCS_APT_089,Numerical Ability,Ratio and Proportion,KEPT,curated_representative,
TCS_APT_092,Numerical Ability,Ratio and Proportion,KEPT,curated_representative,
TCS_APT_093,Numerical Ability,Ratio and Proportion,KEPT,curated_representative,
TCS_APT_095,Numerical Ability,Ratio and Proportion,KEPT,curated_representative,
TCS_APT_096,Numerical Ability,Ratio and Proportion,KEPT,curated_representative,
TCS_APT_097,Numerical Ability,Ratio and Proportion,KEPT,curated_representative,
TCS_APT_098,Numerical Ability,Ratio and Proportion,KEPT,curated_representative,
TCS_APT_099,Numerical Ability,Averages,KEPT,curated_representative,
TCS_APT_100,Numerical Ability,Averages,KEPT,curated_representative,
TCS_APT_102,Numerical Ability,Averages,KEPT,curated_representative,
TCS_APT_103,Numerical Ability,Averages,KEPT,curated_representative,
TCS_APT_105,Numerical Ability,Averages,KEPT,curated_representative,
TCS_APT_106,Numerical Ability,Averages,KEPT,curated_representative,
TCS_APT_107,Numerical Ability,Averages,KEPT,curated_representative,
TCS_APT_108,Numerical Ability,Averages,KEPT,curated_representative,
TCS_APT_109,Numerical Ability,Algebra,KEPT,curated_representative,
TCS_APT_110,Numerical Ability,Algebra,KEPT,curated_representative,
TCS_APT_112,Numerical Ability,Algebra,KEPT,curated_representative,
TCS_APT_113,Numerical Ability,Algebra,KEPT,curated_representative,
TCS_APT_114,Numerical Ability,Algebra,KEPT,curated_representative,
TCS_APT_117,Numerical Ability,Algebra,KEPT,curated_representative,
TCS_APT_118,Numerical Ability,Algebra,KEPT,curated_representative,
TCS_APT_119,Numerical Ability,Algebra,KEPT,curated_representative,
TCS_APT_120,Numerical Ability,Algebra,KEPT,curated_representative,
TCS_APT_121,Numerical Ability,Algebra,KEPT,curated_representative,
TCS_APT_122,Numerical Ability,Algebra,KEPT,curated_representative,
TCS_APT_124,Numerical Ability,Mensuration,KEPT,curated_representative,
TCS_APT_125,Numerical Ability,Mensuration,KEPT,curated_representative,
TCS_APT_126,Numerical Ability,Mensuration,KEPT,curated_representative,
TCS_APT_127,Numerical Ability,Mensuration,KEPT,curated_representative,
TCS_APT_131,Numerical Ability,Mensuration,KEPT,curated_representative,
TCS_APT_132,Numerical Ability,Mensuration,KEPT,curated_representative,
TCS_APT_133,Numerical Ability,Mensuration,KEPT,curated_representative,
TCS_APT_138,Numerical Ability,Mensuration,KEPT,curated_representative,
TCS_APT_139,Numerical Ability,Number Series,KEPT,curated_representative,
TCS_APT_140,Numerical Ability,Number Series,KEPT,curated_representative,
TCS_APT_141,Numerical Ability,Number Series,KEPT,curated_representative,
TCS_APT_142,Numerical Ability,Number Series,KEPT,curated_representative,
TCS_APT_143,Numerical Ability,Number Series,KEPT,curated_representative,
TCS_APT_144,Numerical Ability,Number Series,KEPT,curated_representative,
TCS_APT_146,Numerical Ability,Number Series,KEPT,curated_representative,
TCS_APT_148,Numerical Ability,Number Series,KEPT,curated_representative,
TCS_APT_149,Numerical Ability,Number Series,KEPT,curated_representative,
TCS_APT_150,Numerical Ability,Number Series,KEPT,curated_representative,
TCS_APT_152,Numerical Ability,Number Series,KEPT,curated_representative,
TCS_APT_153,Numerical Ability,Number Series,KEPT,curated_representative,
TCS_APT_154,Numerical Ability,Permutation and Combination,KEPT,curated_representative,
TCS_APT_155,Numerical Ability,Permutation and Combination,KEPT,curated_representative,
TCS_APT_157,Numerical Ability,Permutation and Combination,KEPT,curated_representative,
TCS_APT_158,Numerical Ability,Permutation and Combination,KEPT,curated_representative,
TCS_APT_159,Numerical Ability,Permutation and Combination,KEPT,curated_representative,
TCS_APT_162,Numerical Ability,Permutation and Combination,KEPT,curated_representative,
TCS_APT_163,Numerical Ability,Permutation and Combination,KEPT,curated_representative,
TCS_APT_164,Numerical Ability,Probability,KEPT,curated_representative,
TCS_APT_165,Numerical Ability,Probability,KEPT,curated_representative,
TCS_APT_166,Numerical Ability,Probability,KEPT,curated_representative,
TCS_APT_168,Numerical Ability,Probability,KEPT,curated_representative,
TCS_APT_169,Numerical Ability,Probability,KEPT,curated_representative,
TCS_APT_170,Numerical Ability,Probability,KEPT,curated_representative,
TCS_APT_171,Numerical Ability,Probability,KEPT,curated_representative,
TCS_APT_174,Numerical Ability,HCF and LCM,KEPT,curated_representative,
TCS_APT_175,Numerical Ability,HCF and LCM,KEPT,curated_representative,
TCS_APT_176,Numerical Ability,HCF and LCM,KEPT,curated_representative,
TCS_APT_179,Numerical Ability,HCF and LCM,KEPT,curated_representative,
TCS_APT_180,Numerical Ability,HCF and LCM,KEPT,curated_representative,
TCS_APT_181,Numerical Ability,HCF and LCM,KEPT,curated_representative,
TCS_APT_182,Numerical Ability,HCF and LCM,KEPT,curated_representative,
TCS_APT_183,Numerical Ability,HCF and LCM,KEPT,curated_representative,
TCS_APT_184,Numerical Ability,Mixtures,KEPT,curated_representative,
TCS_APT_185,Numerical Ability,Mixtures,KEPT,curated_representative,
TCS_APT_186,Numerical Ability,Mixtures,KEPT,curated_representative,
TCS_APT_187,Numerical Ability,Mixtures,KEPT,curated_representative,
TCS_APT_188,Numerical Ability,Mixtures,KEPT,curated_representative,
TCS_APT_189,Numerical Ability,Clocks,KEPT,curated_representative,
TCS_APT_190,Numerical Ability,Clocks,KEPT,curated_representative,
TCS_APT_191,Numerical Ability,Clocks,KEPT,curated_representative,
TCS_APT_192,Numerical Ability,Clocks,KEPT,curated_representative,
TCS_APT_193,Numerical Ability,Calendars,KEPT,curated_representative,
TCS_APT_194,Numerical Ability,Calendars,KEPT,curated_representative,
TCS_APT_195,Numerical Ability,Calendars,KEPT,curated_representative,
TCS_APT_196,Numerical Ability,Calendars,KEPT,curated_representative,
TCS_APT_198,Numerical Ability,Calendars,KEPT,curated_representative,
TCS_APT_199,Numerical Ability,Pipes and Cisterns,KEPT,curated_representative,
TCS_APT_200,Numerical Ability,Pipes and Cisterns,KEPT,curated_representative,
TCS_APT_201,Numerical Ability,Pipes and Cisterns,KEPT,curated_representative,
TCS_APT_202,Numerical Ability,Pipes and Cisterns,KEPT,curated_representative,
TCS_APT_203,Numerical Ability,Pipes and Cisterns,KEPT,curated_representative,
TCS_APT_204,Numerical Ability,Ages,KEPT,curated_representative,
TCS_APT_205,Numerical Ability,Ages,KEPT,curated_representative,
TCS_APT_206,Numerical Ability,Ages,KEPT,curated_representative,
TCS_APT_207,Numerical Ability,Ages,KEPT,curated_representative,
TCS_APT_208,Numerical Ability,Ages,KEPT,curated_representative,
TCS_APT_209,Numerical Ability,Boats and Streams,KEPT,curated_representative,
TCS_APT_210,Numerical Ability,Boats and Streams,KEPT,curated_representative,
TCS_APT_211,Numerical Ability,Boats and Streams,KEPT,curated_representative,
TCS_APT_212,Numerical Ability,Boats and Streams,KEPT,curated_representative,
TCS_APT_213,Numerical Ability,Boats and Streams,KEPT,curated_representative,
TCS_APT_215,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_216,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_218,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_219,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_220,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_221,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_222,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_223,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_224,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_225,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_226,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_227,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_228,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_229,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_230,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_231,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_232,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_233,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_234,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_235,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_236,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_237,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_238,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_239,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_240,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_241,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_242,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_243,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_244,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_246,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_247,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_248,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_249,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_251,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_253,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_254,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_255,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_256,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_257,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_258,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_259,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_260,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_261,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_262,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_263,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_264,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_265,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_266,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_267,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_268,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_269,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_270,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_271,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_272,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_273,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_274,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_275,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_276,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_277,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_278,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_283,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_284,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_286,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_287,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_288,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_289,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_290,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_291,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_292,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_293,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_294,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_295,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_296,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_297,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_298,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_299,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_300,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_301,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_302,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_303,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_304,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_305,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_307,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_308,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_309,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_310,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_311,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_312,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_313,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_314,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_316,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_317,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_319,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_320,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_321,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_322,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_323,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_324,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_325,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_326,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_327,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_328,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_329,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_330,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_331,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_332,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_333,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_334,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_335,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_338,Numerical Ability,Aptitude,KEPT,curated_representative,
TCS_APT_341,Numerical Ability,Aptitude,KEPT,curated_representative,
